Amazon_Product_Name,Flipkart_Product_Name,Amazon_Color,Flipkart_Color,Product_Name_Similarity,Brand_Similarity,Color_Similarity
"Whirlpool 23 L Convection Microwave Oven (Magicook Exotica 23C, Black, With Starter Kit)","Whirlpool 29 L Convection Microwave Oven  (Magicook Pro 29L (Air-Fryer with Baking Plate & Rotisserie), Black)",Black,Black,0.56,1,1
"Whirlpool 23 L Convection Microwave Oven (Magicook Exotica 23C, Black, With Starter Kit)","Whirlpool 25 L Grill Microwave Oven  (MAGICOOK PRO 25GE BLACK, Black)",Black,Black,0.52,1,1
"Whirlpool 23 L Convection Microwave Oven (Magicook Exotica 23C, Black, With Starter Kit)","Whirlpool 30 L Convection Microwave Oven  (Magicook Pro 31CES (Air Fryer Inbuilt ), Black)",Black,Black,0.52,1,1
"Panasonic 23 Litres Convection Microwave Oven (360° Heat Wrap, NN-CT35MBFDG, Black Floral)","Panasonic 20 L Solo Microwave Oven  (NN-SM25JBFDG, Black)",Black,Black,0.52,1,1
"Panasonic 23 Litres Convection Microwave Oven (360° Heat Wrap, NN-CT35MBFDG, Black Floral)","Panasonic 23 L Convection Microwave Oven  (NN-CT353BFDG, Black Mirror)",Black,Black,0.65,1,1
"Panasonic 23 Litres Convection Microwave Oven (360° Heat Wrap, NN-CT35MBFDG, Black Floral)","Panasonic 27 L Convection Microwave Oven  (NN-CT645BFDG, Black)",Black,Black,0.59,1,1
"Panasonic 23 Litres Convection Microwave Oven (360° Heat Wrap, NN-CT35MBFDG, Black Floral)","Panasonic 34 L Convection Microwave Oven  (NN-CD86JBFDG, BLACK)",Black,Black,0.59,1,1
"Panasonic 23 Litres Convection Microwave Oven (360° Heat Wrap, NN-CT35MBFDG, Black Floral)","Panasonic 27 L Convection Microwave Oven  (NN-CT644MFDG, Black)",Black,Silver & Black,0.59,1,0.71
"Panasonic 23 Litres Convection Microwave Oven (360° Heat Wrap, NN-CT35MBFDG, Black Floral)","Panasonic 23 L Convection & Grill Microwave Oven  (NN-CT35MBFDG, SILVER)",Black,Black Mirror,0.65,1,0.71
"Panasonic 23 Litres Convection Microwave Oven (360° Heat Wrap, NN-CT35MBFDG, Black Floral)","Panasonic 30 L Convection Microwave Oven  (NN-CT68MBFDG, BLACK AND GREY)",Black,BLACK AND GREY,0.55,1,0.58
"Panasonic 23 Litres Convection Microwave Oven (360° Heat Wrap, NN-CT35MBFDG, Black Floral)","Panasonic 20 L Convection Microwave Oven  (NN-CT254BFDG, Black)",Black,Black,0.63,1,1
"Panasonic 23 Litres Convection Microwave Oven (360° Heat Wrap, NN-CT35MBFDG, Black Floral)","Panasonic 23 L Convection Microwave Oven  (NN-CT35LBFDG, Black Floral)",Black,Black Floral,0.78,1,0.71
"Panasonic 23 Litres Convection Microwave Oven (360° Heat Wrap, NN-CT35MBFDG, Black Floral)","Panasonic 23 L Convection Microwave Oven  (NN-CT36HBFDG, Black Mirror Floral)",Black,Black,0.74,1,1
"Panasonic 23 Litres Convection Microwave Oven (360° Heat Wrap, NN-CT35MBFDG, Black Floral)","Panasonic 27 L Convection Microwave Oven  (NN-CT64HBFDG, Black Mirror)",Black,Black,0.55,1,1
"Panasonic 23 Litres Convection Microwave Oven (360° Heat Wrap, NN-CT35MBFDG, Black Floral)","Panasonic 27 L Convection Microwave Oven  (NN-CT64MBFDG, Black Mirror)",Black,"Black Mirror, Silver",0.55,1,0.58
"Whirlpool 24 L Convection Microwave Oven (MAGICOOK PRO 26CE BLACK, WHL7JBlack)","Whirlpool 20 L Solo Microwave Oven  (MAGICOOK PRO 20SE black, Black)",Black,Black,0.64,1,1
"Whirlpool 24 L Convection Microwave Oven (MAGICOOK PRO 26CE BLACK, WHL7JBlack)","Whirlpool 20 L Solo Microwave Oven  (MAGICOOK PRO 20SM BLACK, Black)",Black,Black,0.67,1,1
"Whirlpool 24 L Convection Microwave Oven (MAGICOOK PRO 26CE BLACK, WHL7JBlack)","Whirlpool 30 L Convection Microwave Oven  (Magicook Pro 32CE, Black)",Black,Black,0.78,1,1
"Whirlpool 24 L Convection Microwave Oven (MAGICOOK PRO 26CE BLACK, WHL7JBlack)","Whirlpool 24 L Convection Microwave Oven  (Magicook Pro 26CE, Black)",Black,Black,0.95,1,1
"Whirlpool 24 L Convection Microwave Oven (MAGICOOK PRO 26CE BLACK, WHL7JBlack)","Whirlpool 20 L Convection Microwave Oven  (Magicook Pro 22CE, Black)",Black,Black,0.78,1,1
"Whirlpool 24 L Convection Microwave Oven (MAGICOOK PRO 26CE BLACK, WHL7JBlack)","Whirlpool 20 L Solo Microwave Oven  (Magicook Pro 20SE 50047, Black1)",Black,Black,0.56,1,1
"Whirlpool 24 L Convection Microwave Oven (MAGICOOK PRO 26CE BLACK, WHL7JBlack)","Whirlpool 29 L Convection Microwave Oven  (Magicook Pro 29L (Air-Fryer with Baking Plate & Rotisserie), Black)",Black,Black,0.61,1,1
"Whirlpool 24 L Convection Microwave Oven (MAGICOOK PRO 26CE BLACK, WHL7JBlack)","Whirlpool 25 L Grill Microwave Oven  (MAGICOOK PRO 25GE BLACK, Black)",Black,Black,0.67,1,1
"Whirlpool 24 L Convection Microwave Oven (MAGICOOK PRO 26CE BLACK, WHL7JBlack)","Whirlpool 30 L Convection Microwave Oven  (Magicook Pro 31CES (Air Fryer Inbuilt ), Black)",Black,Black,0.67,1,1
"Haier 25 L Convection Microwave Oven (HIL2501CBSH, HAL2WBlack)","Haier 23 L Convection Microwave Oven  (HIL2301CBSB, Black)",Black,"Black, Silver",0.57,1,0.71
"Haier 25 L Convection Microwave Oven (HIL2501CBSH, HAL2WBlack)","Haier 30 L Convection Microwave Oven  (HIL3001CBSH, Black)",Black,Black,0.57,1,1
"Haier 25 L Convection Microwave Oven (HIL2501CBSH, HAL2WBlack)","Haier 30 L Convection Microwave Oven  (HIL3001CBSH:IN, Black)",Black,Black,0.53,1,1
"Haier 25 L Convection Microwave Oven (HIL2501CBSH, HAL2WBlack)","Haier 23 L Convection Microwave Oven  (HIL2302CRSH:IN/MWO/DL, Black)",Black,"Black, Silver",0.57,1,0.71
"Haier 25 L Convection Microwave Oven (HIL2501CBSH, HAL2WBlack)","Haier 25 L Convection Microwave Oven  (HIL2501CBSH, Black)",Black,Black,0.86,1,1
"IFB 25 L Convection Microwave Oven (25BC4, Black +Floral Design)","IFB 30 L Convection Microwave Oven  (30BRC2, Black)",Black,Black,0.63,1,1
"IFB 25 L Convection Microwave Oven (25BC4, Black +Floral Design)","IFB 20 L Convection Microwave Oven  (20BC5, Black)",Black,Black,0.63,1,1
"IFB 25 L Convection Microwave Oven (25BC4, Black +Floral Design)","IFB 20 L Solo Microwave Oven  (20PM-MEC2B, BLACK)",Black,Black,0.54,1,1
"IFB 25 L Convection Microwave Oven (25BC4, Black +Floral Design)","IFB 23 L Convection Microwave Oven  (23BC4, Black)",Black,Black,0.63,1,1
"IFB 25 L Convection Microwave Oven (25BC4, Black +Floral Design)","IFB 30 L Convection Microwave Oven  (MICRO WAVE OVEN 30FRC2, Black)",Black,Black,0.63,1,1
"IFB 25 L Convection Microwave Oven (25BC4, Black +Floral Design)","IFB 20 L Convection Microwave Oven  (20BC4, Black)",Black,Black,0.68,1,1
"IFB 25 L Convection Microwave Oven (25BC4, Black +Floral Design)","IFB 28 L Convection Microwave Oven  (28BC5, Black)",Black,Black,0.68,1,1
"IFB 25 L Convection Microwave Oven (25BC4, Black +Floral Design)","IFB 25 L Convection Microwave Oven  (25BC3, Black)",Black,Black,0.82,1,1
"IFB 25 L Convection Microwave Oven (25BC4, Black +Floral Design)","IFB 25 L Solo Microwave Oven  (25PM2S, BLACK, SILVER)",Black,"Silver, Black",0.59,1,0.71
"IFB 25 L Convection Microwave Oven (25BC4, Black +Floral Design)","IFB 25 L Convection Microwave Oven  (25BC3, Black)",Black,Black,0.82,1,1
"IFB 25 L Convection Microwave Oven (25BC4, Black +Floral Design)","IFB 25 L Convection Microwave Oven  (25BC4, Black)",Black,"Black, Grey",0.88,1,0.71
"IFB 25 L Convection Microwave Oven (25BC4, Black +Floral Design)","IFB 30 L Convection & Grill Microwave Oven  (30BRC3, BLACK)",Black,Black,0.63,1,1
"IFB 25 L Convection Microwave Oven (25BC4, Black +Floral Design)","IFB 23 L Convection Microwave Oven  (23BC5, Black)",Black,Black,0.63,1,1
"IFB 25 L Convection Microwave Oven (25BC4, Black +Floral Design)","IFB 20 L Convection Microwave Oven  (20BC4 With Touch Key Pad 1200 Watt, Black)",Black,Black,0.56,1,1
"IFB 25 L Convection Microwave Oven (25SC4, Metallic Silver, With Starter Kit)","IFB 23 L Convection Microwave Oven  (23SC3, Silver)",Silver,Silver,0.62,1,1
"IFB 25 L Convection Microwave Oven (25SC4, Metallic Silver, With Starter Kit)","IFB 20 L Grill Microwave Oven  (20PG4S, Metallic Silver)",Silver,Silver,0.53,1,1
"IFB 25 L Convection Microwave Oven (25SC4, Metallic Silver, With Starter Kit)","IFB 25 L Metallic silver Convection Microwave Oven  (25SC4, Metallic Silver)",Silver,Silver,0.81,1,1
"IFB 25 L Convection Microwave Oven (25SC4, Metallic Silver, With Starter Kit)","IFB 20 L Metallic silver Convection Microwave Oven  (20SC2, Silver)",Silver,Silver,0.64,1,1
"IFB 25 L Convection Microwave Oven (25SC4, Metallic Silver, With Starter Kit)","IFB 30 L Metallic silver Convection Microwave Oven  (30SC4, Metallic Silver)",Silver,Silver,0.64,1,1
"IFB 25 L Convection Microwave Oven (25SC4, Metallic Silver, With Starter Kit)","IFB 25 L Solo Microwave Oven  (25PM2S, BLACK, SILVER)",Silver,"Silver, Black",0.53,1,0.71
"IFB 25 L Solo Microwave Oven (25PM2S, Silver)","IFB 23 L Convection Microwave Oven  (23SC3, Silver)",Silver,Silver,0.62,1,1
"IFB 25 L Solo Microwave Oven (25PM2S, Silver)","IFB 20 L Grill Microwave Oven  (20PG4S, Metallic Silver)",Silver,Silver,0.53,1,1
"IFB 25 L Solo Microwave Oven (25PM2S, Silver)","IFB 25 L Metallic silver Convection Microwave Oven  (25SC4, Metallic Silver)",Silver,Silver,0.61,1,1
"IFB 25 L Solo Microwave Oven (25PM2S, Silver)","IFB 20 L Metallic silver Convection Microwave Oven  (20SC2, Silver)",Silver,Silver,0.57,1,1
"IFB 25 L Solo Microwave Oven (25PM2S, Silver)","IFB 30 L Metallic silver Convection Microwave Oven  (30SC4, Metallic Silver)",Silver,Silver,0.51,1,1
"IFB 25 L Solo Microwave Oven (25PM2S, Silver)","IFB 25 L Solo Microwave Oven  (25PM2S, BLACK, SILVER)",Silver,"Silver, Black",0.94,1,0.71
"Morphy Richards 25 CG 25L Convection Microwave Oven with 200 Autocook Menus and Child Lock Feature, Stainless Steel Cavity, Silver","Morphy Richards 25 L Convection Microwave Oven  (MWO 25CG, Steel)",Silver,Silver,0.59,1,1
"Voltas Beko 25 L Convection Microwave Oven (MC25BD, Black)","Voltas Beko 25 L Smart Convection Microwave Oven  (MC25BD, Black)",Black,Black,0.94,1,1
"Morphy Richards 27 L Convection Microwave Oven With 27 Auto Cook Menus (27CGF, Black)","Morphy Richards 30 L 200 Auto cook menu Convection Microwave Oven  (30 MCGR Deluxe, Black)",Black,Black,0.52,1,1
"Morphy Richards 27 L Convection Microwave Oven With 27 Auto Cook Menus (27CGF, Black)","Morphy Richards 27 L Convection Microwave Oven  (27CGF, BLACK)",Black,Black,0.82,1,1
"Panasonic 27L Convection Microwave Oven(NN-CD674MFDG,Silver, Rotisserie)","Panasonic 20 L Solo Microwave Oven  (NN-ST26JMFDG, Silver)",Silver,Silver,0.59,1,1
"Panasonic 27L Convection Microwave Oven(NN-CD674MFDG,Silver, Rotisserie)","Panasonic 20 L Grill Microwave Oven  (NN-GT221WFDG, White)",Silver,Silver & Black,0.5,1,0.71
"Panasonic 27L Convection Microwave Oven(NN-CD674MFDG,Silver, Rotisserie)","Panasonic 27 L Convection Microwave Oven  (NN-CT644MFDG, Black)",Silver,Silver & Black,0.59,1,0.71
"Panasonic 27L Convection Microwave Oven(NN-CD674MFDG,Silver, Rotisserie)","Panasonic 30 L Convection Microwave Oven  (NN-CT69MSFDG, Silver)",Silver,Silver,0.76,1,1
"Panasonic 27L Convection Microwave Oven(NN-CD674MFDG,Silver, Rotisserie)","Panasonic 27 L Convection Microwave Oven  (NN-CD674MFDG, Silver)",Silver,Silver &�Black,0.82,1,0.71
"Panasonic 27L Convection Microwave Oven(NN-CD674MFDG,Silver, Rotisserie)","Panasonic 27 L Convection Microwave Oven  (NN-CT64MBFDG, Black Mirror)",Silver,"Black Mirror, Silver",0.56,1,0.58
"Panasonic 27L Convection Microwave Oven(NN-CT644MFDG,Black, Vapour Clean) with Starter Kit","Panasonic 20 L Solo Microwave Oven  (NN-SM25JBFDG, Black)",Black,Black,0.52,1,1
"Panasonic 27L Convection Microwave Oven(NN-CT644MFDG,Black, Vapour Clean) with Starter Kit","Panasonic 23 L Convection Microwave Oven  (NN-CT353BFDG, Black Mirror)",Black,Black,0.55,1,1
"Panasonic 27L Convection Microwave Oven(NN-CT644MFDG,Black, Vapour Clean) with Starter Kit","Panasonic 27 L Convection Microwave Oven  (NN-CT645BFDG, Black)",Black,Black,0.59,1,1
"Panasonic 27L Convection Microwave Oven(NN-CT644MFDG,Black, Vapour Clean) with Starter Kit","Panasonic 34 L Convection Microwave Oven  (NN-CD86JBFDG, BLACK)",Black,Black,0.59,1,1
"Panasonic 27L Convection Microwave Oven(NN-CT644MFDG,Black, Vapour Clean) with Starter Kit","Panasonic 27 L Convection Microwave Oven  (NN-CT644MFDG, Black)",Black,Silver & Black,0.69,1,0.71
"Panasonic 27L Convection Microwave Oven(NN-CT644MFDG,Black, Vapour Clean) with Starter Kit","Panasonic 30 L Convection Microwave Oven  (NN-CT68MBFDG, BLACK AND GREY)",Black,BLACK AND GREY,0.55,1,0.58
"Panasonic 27L Convection Microwave Oven(NN-CT644MFDG,Black, Vapour Clean) with Starter Kit","Panasonic 20 L Convection Microwave Oven  (NN-CT254BFDG, Black)",Black,Black,0.63,1,1
"Panasonic 27L Convection Microwave Oven(NN-CT644MFDG,Black, Vapour Clean) with Starter Kit","Panasonic 23 L Convection Microwave Oven  (NN-CT35LBFDG, Black Floral)",Black,Black Floral,0.59,1,0.71
"Panasonic 27L Convection Microwave Oven(NN-CT644MFDG,Black, Vapour Clean) with Starter Kit","Panasonic 23 L Convection Microwave Oven  (NN-CT36HBFDG, Black Mirror Floral)",Black,Black,0.55,1,1
"Panasonic 27L Convection Microwave Oven(NN-CT644MFDG,Black, Vapour Clean) with Starter Kit","Panasonic 27 L Convection Microwave Oven  (NN-CT64HBFDG, Black Mirror)",Black,Black,0.55,1,1
"Panasonic 27L Convection Microwave Oven(NN-CT644MFDG,Black, Vapour Clean) with Starter Kit","Panasonic 27 L Convection Microwave Oven  (NN-CT64MBFDG, Black Mirror)",Black,"Black Mirror, Silver",0.55,1,0.58
"Panasonic 27L Convection Microwave Oven(NN-CT645BFDG,,Black Mirror, 360° Heat Wrap, Magic Grill)","Panasonic 20 L Solo Microwave Oven  (NN-SM25JBFDG, Black)",Black Mirror,Black,0.51,1,0.71
"Panasonic 27L Convection Microwave Oven(NN-CT645BFDG,,Black Mirror, 360° Heat Wrap, Magic Grill)","Panasonic 23 L Convection Microwave Oven  (NN-CT353BFDG, Black Mirror)",Black Mirror,Black,0.62,1,0.71
"Panasonic 27L Convection Microwave Oven(NN-CT645BFDG,,Black Mirror, 360° Heat Wrap, Magic Grill)","Panasonic 27 L Convection Microwave Oven  (NN-CT645BFDG, Black)",Black Mirror,Black,0.66,1,0.71
"Panasonic 27L Convection Microwave Oven(NN-CT645BFDG,,Black Mirror, 360° Heat Wrap, Magic Grill)","Panasonic 34 L Convection Microwave Oven  (NN-CD86JBFDG, BLACK)",Black Mirror,Black,0.57,1,0.71
"Panasonic 27L Convection Microwave Oven(NN-CT645BFDG,,Black Mirror, 360° Heat Wrap, Magic Grill)","Panasonic 23 L Convection & Grill Microwave Oven  (NN-CT35MBFDG, SILVER)",Black Mirror,Black Mirror,0.53,1,1
"Panasonic 27L Convection Microwave Oven(NN-CT645BFDG,,Black Mirror, 360° Heat Wrap, Magic Grill)","Panasonic 20 L Convection Microwave Oven  (NN-CT254BFDG, Black)",Black Mirror,Black,0.61,1,0.71
"Panasonic 27L Convection Microwave Oven(NN-CT645BFDG,,Black Mirror, 360° Heat Wrap, Magic Grill)","Panasonic 23 L Convection Microwave Oven  (NN-CT36HBFDG, Black Mirror Floral)",Black Mirror,Black,0.62,1,0.71
"Panasonic 27L Convection Microwave Oven(NN-CT645BFDG,,Black Mirror, 360° Heat Wrap, Magic Grill)","Panasonic 27 L Convection Microwave Oven  (NN-CT64HBFDG, Black Mirror)",Black Mirror,Black,0.62,1,0.71
"Panasonic 27L Convection Microwave Oven(NN-CT645BFDG,,Black Mirror, 360° Heat Wrap, Magic Grill)","Panasonic 27 L Convection Microwave Oven  (NN-CT64MBFDG, Black Mirror)",Black Mirror,"Black Mirror, Silver",0.62,1,0.82
"Panasonic 27L Convection Microwave Oven(NN-CT645BFDG,,Black Mirror, 360° Heat Wrap, Magic Grill)","Panasonic 20 L Solo Microwave Oven  (NN-SM25JBFDG, Black)",Black Mirror,Black,0.51,1,0.71
"Panasonic 27L Convection Microwave Oven(NN-CT645BFDG,,Black Mirror, 360° Heat Wrap, Magic Grill)","Panasonic 23 L Convection Microwave Oven  (NN-CT353BFDG, Black Mirror)",Black Mirror,Black,0.62,1,0.71
"Panasonic 27L Convection Microwave Oven(NN-CT645BFDG,,Black Mirror, 360° Heat Wrap, Magic Grill)","Panasonic 27 L Convection Microwave Oven  (NN-CT645BFDG, Black)",Black Mirror,Black,0.66,1,0.71
"Panasonic 27L Convection Microwave Oven(NN-CT645BFDG,,Black Mirror, 360° Heat Wrap, Magic Grill)","Panasonic 34 L Convection Microwave Oven  (NN-CD86JBFDG, BLACK)",Black Mirror,Black,0.57,1,0.71
"Panasonic 27L Convection Microwave Oven(NN-CT645BFDG,,Black Mirror, 360° Heat Wrap, Magic Grill)","Panasonic 23 L Convection & Grill Microwave Oven  (NN-CT35MBFDG, SILVER)",Black Mirror,Black Mirror,0.53,1,1
"Panasonic 27L Convection Microwave Oven(NN-CT645BFDG,,Black Mirror, 360° Heat Wrap, Magic Grill)","Panasonic 20 L Convection Microwave Oven  (NN-CT254BFDG, Black)",Black Mirror,Black,0.61,1,0.71
"Panasonic 27L Convection Microwave Oven(NN-CT645BFDG,,Black Mirror, 360° Heat Wrap, Magic Grill)","Panasonic 23 L Convection Microwave Oven  (NN-CT36HBFDG, Black Mirror Floral)",Black Mirror,Black,0.62,1,0.71
"Panasonic 27L Convection Microwave Oven(NN-CT645BFDG,,Black Mirror, 360° Heat Wrap, Magic Grill)","Panasonic 27 L Convection Microwave Oven  (NN-CT64HBFDG, Black Mirror)",Black Mirror,Black,0.62,1,0.71
"Panasonic 27L Convection Microwave Oven(NN-CT645BFDG,,Black Mirror, 360° Heat Wrap, Magic Grill)","Panasonic 27 L Convection Microwave Oven  (NN-CT64MBFDG, Black Mirror)",Black Mirror,"Black Mirror, Silver",0.62,1,0.82
"Panasonic 27L Convection Microwave Oven(NN-CT645BFDG,,Black Mirror, 360° Heat Wrap, Magic Grill)","Panasonic 20 L Solo Microwave Oven  (NN-SM25JBFDG, Black)",Black Mirror,Black,0.51,1,0.71
"Panasonic 27L Convection Microwave Oven(NN-CT645BFDG,,Black Mirror, 360° Heat Wrap, Magic Grill)","Panasonic 23 L Convection Microwave Oven  (NN-CT353BFDG, Black Mirror)",Black Mirror,Black,0.62,1,0.71
"Panasonic 27L Convection Microwave Oven(NN-CT645BFDG,,Black Mirror, 360° Heat Wrap, Magic Grill)","Panasonic 27 L Convection Microwave Oven  (NN-CT645BFDG, Black)",Black Mirror,Black,0.66,1,0.71
"Panasonic 27L Convection Microwave Oven(NN-CT645BFDG,,Black Mirror, 360° Heat Wrap, Magic Grill)","Panasonic 34 L Convection Microwave Oven  (NN-CD86JBFDG, BLACK)",Black Mirror,Black,0.57,1,0.71
"Panasonic 27L Convection Microwave Oven(NN-CT645BFDG,,Black Mirror, 360° Heat Wrap, Magic Grill)","Panasonic 23 L Convection & Grill Microwave Oven  (NN-CT35MBFDG, SILVER)",Black Mirror,Black Mirror,0.53,1,1
"Panasonic 27L Convection Microwave Oven(NN-CT645BFDG,,Black Mirror, 360° Heat Wrap, Magic Grill)","Panasonic 20 L Convection Microwave Oven  (NN-CT254BFDG, Black)",Black Mirror,Black,0.61,1,0.71
"Panasonic 27L Convection Microwave Oven(NN-CT645BFDG,,Black Mirror, 360° Heat Wrap, Magic Grill)","Panasonic 23 L Convection Microwave Oven  (NN-CT36HBFDG, Black Mirror Floral)",Black Mirror,Black,0.62,1,0.71
"Panasonic 27L Convection Microwave Oven(NN-CT645BFDG,,Black Mirror, 360° Heat Wrap, Magic Grill)","Panasonic 27 L Convection Microwave Oven  (NN-CT64HBFDG, Black Mirror)",Black Mirror,Black,0.62,1,0.71
"Panasonic 27L Convection Microwave Oven(NN-CT645BFDG,,Black Mirror, 360° Heat Wrap, Magic Grill)","Panasonic 27 L Convection Microwave Oven  (NN-CT64MBFDG, Black Mirror)",Black Mirror,"Black Mirror, Silver",0.62,1,0.82
"Godrej 28 Litres Convection Microwave Oven (GME 728 CF1 PM, Golden Rose, Dual Grill Technology)","Godrej 20 L Convection Microwave Oven  (GME 720 CF2 QZ GOLDEN RIM, GOLDEN RIM)",Golden Rose,Golden Rim,0.57,1,0.71
"Haier HIL2801RBSJ 28L Convection Microwave Oven (Black, Rotisserie Function)","Haier 20 L Solo Microwave Oven  (HIL2001MWPH, Black)",Black,Black,0.54,1,1
"Haier HIL2801RBSJ 28L Convection Microwave Oven (Black, Rotisserie Function)","Haier 23 L Convection Microwave Oven  (HIL2301CBSB, Black)",Black,"Black, Silver",0.63,1,0.71
"Haier HIL2801RBSJ 28L Convection Microwave Oven (Black, Rotisserie Function)","Haier 20 L Solo Microwave Oven  (HIL2001MFPH, Black)",Black,Black,0.5,1,1
"Haier HIL2801RBSJ 28L Convection Microwave Oven (Black, Rotisserie Function)","Haier 20 L Grill Microwave Oven  (HIL2001GBPH, Black)",Black,Black,0.54,1,1
"Haier HIL2801RBSJ 28L Convection Microwave Oven (Black, Rotisserie Function)","Haier 30 L Convection Microwave Oven  (HIL3001CBSH, Black)",Black,Black,0.63,1,1
"Haier HIL2801RBSJ 28L Convection Microwave Oven (Black, Rotisserie Function)","Haier 30 L Convection Microwave Oven  (HIL3001CBSH:IN, Black)",Black,Black,0.59,1,1
"Haier HIL2801RBSJ 28L Convection Microwave Oven (Black, Rotisserie Function)","Haier 23 L Convection Microwave Oven  (HIL2302CRSH:IN/MWO/DL, Black)",Black,"Black, Silver",0.63,1,0.71
"Haier HIL2801RBSJ 28L Convection Microwave Oven (Black, Rotisserie Function)","Haier 25 L Convection Microwave Oven  (HIL2501CBSH, Black)",Black,Black,0.63,1,1
"LG 28 L Charcoal Convection Microwave Oven (MJ2887BFUM, Black, with 360° Motorised Rotisserie & Charcoal Lighting Heater with 10 years warranty)","LG 28 L Convection Microwave Oven  (MC2846BG.DBKQILN, Black)",Black,Black,0.51,1,1
"LG 28 L Charcoal Convection Microwave Oven (MJ2887BFUM, Black, with 360° Motorised Rotisserie & Charcoal Lighting Heater with 10 years warranty)","LG 32 L Charcoal Convection Microwave Oven  (MJ3286BRUS, Black)",Black,"Black, Grey",0.55,1,0.71
"LG 28 L Charcoal Convection Microwave Oven (MJ2887BFUM, Black, with 360° Motorised Rotisserie & Charcoal Lighting Heater with 10 years warranty)","LG 28 L Convection Microwave Oven  (MC2886BLT, Black)",Black,Black,0.51,1,1
"LG 28 L Charcoal Convection Microwave Oven (MJ2887BFUM, Black, with 360° Motorised Rotisserie & Charcoal Lighting Heater with 10 years warranty)","LG 32 L With Twister Smog Handle Convection Microwave Oven  (MJEN326TL, Black)",Black,Black,0.55,1,1
"LG 28 L Charcoal Convection Microwave Oven (MJ2887BFUM, Black, with 360° Motorised Rotisserie & Charcoal Lighting Heater with 10 years warranty)","LG 28 L Charcoal Convection Microwave Oven  (MJ2886BFUM, Black)",Black,Black,0.63,1,1
"LG 28 L Charcoal Convection Microwave Oven (MJ2887BFUM, Black, with 360° Motorised Rotisserie & Charcoal Lighting Heater with 10 years warranty)","LG 28 L Convection Microwave Oven  (MC2886BFUM, Black)",Black,Black,0.51,1,1
"LG 28 L Charcoal Convection Microwave Oven (MJ2887BFUM, Black, with 360° Motorised Rotisserie & Charcoal Lighting Heater with 10 years warranty)","LG 28 L Convection Microwave Oven  (MJ2887BFUM, Black)",Black,Black,0.55,1,1
"LG 28 L Charcoal Convection Microwave Oven (MJ2887BFUM, Black, with 360° Motorised Rotisserie & Charcoal Lighting Heater with 10 years warranty)","LG 32 L With Twister Smog Handle Convection Microwave Oven  (MJEN326SF, Black)",Black,Black,0.55,1,1
"LG 28 L Charcoal Convection Microwave Oven (MJ2887BFUM, Black, with 360° Motorised Rotisserie & Charcoal Lighting Heater with 10 years warranty)","LG 28 L Convection Microwave Oven  (MC2846BR, Black)",Black,Black,0.51,1,1
"LG 28 L Charcoal Convection Microwave Oven (MJ2887BFUM, Black, with 360° Motorised Rotisserie & Charcoal Lighting Heater with 10 years warranty)","LG 28 L Convection Microwave Oven  (MC2886BHT, BLACK)",Black,Black,0.51,1,1
"LG 28 L Charcoal Convection Microwave Oven (MJ2887BFUM, Black, with 360° Motorised Rotisserie & Charcoal Lighting Heater with 10 years warranty)","LG 28 L Convection Microwave Oven  (MJEN286UH, Black)",Black,Black,0.51,1,1
"LG 28 L Charcoal Convection Microwave Oven (MJ2887BFUM, Black, with 360° Motorised Rotisserie & Charcoal Lighting Heater with 10 years warranty)","LG 28 L Convection Microwave Oven  (MJEN286UF, Black)",Black,Black,0.51,1,1
"LG 28 L Charcoal Convection Microwave Oven (MJ2887BFUM, Black, with 360° Motorised Rotisserie & Charcoal Lighting Heater with 10 years warranty)","LG 28 L Convection Microwave Oven  (MC2886BFTM, Black)",Black,Black,0.51,1,1
"LG 28 L Charcoal Convection Microwave Oven (MJ2887BFUM, Black, with 360° Motorised Rotisserie & Charcoal Lighting Heater with 10 years warranty)","LG 28 L Charcoal Convection Microwave Oven  (MJ2886BWUM, Floral)",Black,Black,0.55,1,1
"LG 28 L Wi-Fi Enabled Charcoal Convection Healthy Microwave Oven (MJEN286UFW, Black, Diet Fry) - 2023 Model","LG 28 L Convection Microwave Oven  (MC2846BV, Black)",Black,Black,0.57,1,1
"LG 28 L Wi-Fi Enabled Charcoal Convection Healthy Microwave Oven (MJEN286UFW, Black, Diet Fry) - 2023 Model","LG 28 L Convection Microwave Oven  (MC2886BRUM, Black)",Black,"Maroon, Black",0.57,1,1
"LG 28 L Wi-Fi Enabled Charcoal Convection Healthy Microwave Oven (MJEN286UFW, Black, Diet Fry) - 2023 Model","LG 28 L Convection Microwave Oven  (MC2846BG.DBKQILN, Black)",Black,Black,0.61,1,1
"LG 28 L Wi-Fi Enabled Charcoal Convection Healthy Microwave Oven (MJEN286UFW, Black, Diet Fry) - 2023 Model","LG 21 L Convection Microwave Oven  (MC2146BG, BLACK)",Black,Black,0.51,1,1
"LG 28 L Wi-Fi Enabled Charcoal Convection Healthy Microwave Oven (MJEN286UFW, Black, Diet Fry) - 2023 Model","LG 32 L Charcoal Convection Microwave Oven  (MJ3286BRUS, Black)",Black,"Black, Grey",0.57,1,0.71
"LG 28 L Wi-Fi Enabled Charcoal Convection Healthy Microwave Oven (MJEN286UFW, Black, Diet Fry) - 2023 Model","LG 28 L Convection Microwave Oven  (MC2886BLT, Black)",Black,Black,0.61,1,1
