Amazon_Product_Name,Flipkart_Product_Name,Amazon_Color,Flipkart_Color,Product_Name_Similarity,Brand_Similarity,Color_Similarity
"LG 28 L Convection Microwave Oven (MC2886BRUM, Black, With 360° Motorised Rotisserie & Diet Fry)","LG 28 L Convection Microwave Oven  (MJ2887BFUM, Black)",Black,Black,0.63,1,1
"LG 28 L Convection Microwave Oven (MC2886BRUM, Black, With 360° Motorised Rotisserie & Diet Fry)","LG 28 L Convection Microwave Oven  (MC2887BFUM.DBKQILN, Black)",Black,Black,0.63,1,1
"LG 28 L Convection Microwave Oven (MC2886BRUM, Black, With 360° Motorised Rotisserie & Diet Fry)","LG 21 L Convection Microwave Oven  (MC2146BL, Black)",Black,Black,0.57,1,1
"LG 28 L Convection Microwave Oven (MC2886BRUM, Black, With 360° Motorised Rotisserie & Diet Fry)","LG 32 L Convection Microwave Oven  (MJEN326PK, Black)",Black,Black,0.52,1,1
"LG 28 L Convection Microwave Oven (MC2886BRUM, Black, With 360° Motorised Rotisserie & Diet Fry)","LG 28 L Convection Microwave Oven  (MJEN286UI, Black)",Black,Black,0.63,1,1
"LG 28 L Convection Microwave Oven (MC2886BRUM, Black, With 360° Motorised Rotisserie & Diet Fry)","LG 32 L Convection Microwave Oven  (MJEN326UH, Black)",Black,Black,0.57,1,1
"LG 28 L Convection Microwave Oven (MC2886BRUM, Black, With 360° Motorised Rotisserie & Diet Fry)","LG 32 L With Twister Smog Handle Convection Microwave Oven  (MJEN326SF, Black)",Black,Black,0.63,1,1
"LG 28 L Convection Microwave Oven (MC2886BRUM, Black, With 360° Motorised Rotisserie & Diet Fry)","LG 28 L Convection Microwave Oven  (MC2846BR, Black)",Black,Black,0.68,1,1
"LG 28 L Convection Microwave Oven (MC2886BRUM, Black, With 360° Motorised Rotisserie & Diet Fry)","LG 28 L Convection Microwave Oven  (MC2886BHT, BLACK)",Black,Black,0.68,1,1
"LG 28 L Convection Microwave Oven (MC2886BRUM, Black, With 360° Motorised Rotisserie & Diet Fry)","LG 28 L Convection Microwave Oven  (MJEN286UH, Black)",Black,Black,0.68,1,1
"LG 28 L Convection Microwave Oven (MC2886BRUM, Black, With 360° Motorised Rotisserie & Diet Fry)","LG 28 L Convection Microwave Oven  (MJEN286UF, Black)",Black,Black,0.68,1,1
"LG 28 L Convection Microwave Oven (MC2886BRUM, Black, With 360° Motorised Rotisserie & Diet Fry)","LG 28 L Convection Microwave Oven  (MC2886BFTM, Black)",Black,Black,0.68,1,1
"LG 28 L Convection Microwave Oven (MC2886BRUM, Black, With 360° Motorised Rotisserie & Diet Fry)","LG 28 L Charcoal Convection Microwave Oven  (MJ2886BWUM, Floral)",Black,Black,0.52,1,1
"LG 28 L Convection Microwave Oven (MC2886BRUM, Black, With 360° Motorised Rotisserie & Diet Fry)","LG 32 L Convection Microwave Oven  (MJEN326UL, BLACK)",Black,Black,0.52,1,1
"LG 28 L Convection Microwave Oven (MC2886BRUM, Black, With 360° Motorised Rotisserie & Diet Fry)","LG 21 L Convection Microwave Oven  (MC2146BP, Black)",Black,Black,0.57,1,1
"LG 28 L Convection Microwave Oven (MC2886BRUM, Black, With 360° Motorised Rotisserie & Diet Fry)","LG 21 L Diet Fry Convection Microwave Oven  (MC2146BRT, Black)",Black,Black,0.69,1,1
"LG 28 L Convection Microwave Oven (MC2886BRUM, Black, With 360° Motorised Rotisserie & Diet Fry)","LG 21 L Convection Microwave Oven  (MC2146BR, Black)",Black,Black,0.57,1,1
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 20 L Solo Microwave Oven  (MS2043DB.DB1QILN, Black)",Black,Black,0.62,1,1
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 20 L Solo Microwave Oven  (MS2043BP, Black)",Black,"Purple, Black",0.57,1,0.71
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 20 L Grill Microwave Oven  (MH2044BP, Black)",Black,Black,0.57,1,1
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 32 L Convection Microwave Oven  (MC3286BRUM, Black)",Black,Black,0.71,1,1
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 28 L Convection Microwave Oven  (MC2846BV, Black)",Black,Black,0.86,1,1
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 28 L Convection Microwave Oven  (MC2886BRUM, Black)",Black,"Maroon, Black",0.86,1,1
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 28 L Convection Microwave Oven  (MC2846BG.DBKQILN, Black)",Black,Black,0.93,1,1
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 20 L Solo Microwave Oven  (MS2043DB.DB1QILN, Black)",Black,Black,0.62,1,1
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 21 L Convection Microwave Oven  (MC2146BG, BLACK)",Black,Black,0.77,1,1
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 32 L Charcoal Convection Microwave Oven  (MJ3286BRUS, Black)",Black,"Black, Grey",0.71,1,0.71
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 21 L Convection Microwave Oven  (MC2146BV, Black)",Black,Black,0.71,1,1
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 20 L Grill Microwave Oven  (MH2044DB, Black)",Black,Black,0.62,1,1
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 28 L Convection Microwave Oven  (MC2886BLT, Black)",Black,Black,0.93,1,1
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 32 L Convection Microwave Oven  (MC3286BLT, Black)",Black,Black,0.77,1,1
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 42 L Inverter Solo Microwave Oven  (MS4295DIS, Black)",Black,Black,0.57,1,1
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 32 L With Twister Smog Handle Convection Microwave Oven  (MJEN326TL, Black)",Black,Black,0.71,1,1
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 28 L Charcoal Convection Microwave Oven  (MJ2886BFUM, Black)",Black,Black,0.86,1,1
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 28 L Convection Microwave Oven  (MC2886BFUM, Black)",Black,Black,0.93,1,1
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 28 L Convection Microwave Oven  (MC2886BPUM, Black)",Black,"Purple, Black",0.86,1,0.71
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 28 L Convection Microwave Oven  (MJ2887BFUM, Black)",Black,Black,0.86,1,1
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 28 L Convection Microwave Oven  (MC2887BFUM.DBKQILN, Black)",Black,Black,1,1,1
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 21 L Convection Microwave Oven  (MC2146BL, Black)",Black,Black,0.77,1,1
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 32 L Convection Microwave Oven  (MJEN326PK, Black)",Black,Black,0.71,1,1
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 28 L Convection Microwave Oven  (MJEN286UI, Black)",Black,Black,0.86,1,1
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 32 L Convection Microwave Oven  (MJEN326UH, Black)",Black,Black,0.77,1,1
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 32 L With Twister Smog Handle Convection Microwave Oven  (MJEN326SF, Black)",Black,Black,0.71,1,1
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 28 L Convection Microwave Oven  (MC2846BR, Black)",Black,Black,0.93,1,1
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 28 L Convection Microwave Oven  (MC2886BHT, BLACK)",Black,Black,0.93,1,1
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 28 L Convection Microwave Oven  (MJEN286UH, Black)",Black,Black,0.93,1,1
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 28 L Convection Microwave Oven  (MJEN286UF, Black)",Black,Black,0.93,1,1
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 28 L Convection Microwave Oven  (MC2886BFTM, Black)",Black,Black,0.93,1,1
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 28 L Charcoal Convection Microwave Oven  (MJ2886BWUM, Floral)",Black,Black,0.71,1,1
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 32 L Convection Microwave Oven  (MJEN326UL, BLACK)",Black,Black,0.71,1,1
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 21 L Convection Microwave Oven  (MC2146BP, Black)",Black,Black,0.77,1,1
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 21 L Diet Fry Convection Microwave Oven  (MC2146BRT, Black)",Black,Black,0.67,1,1
"LG 28 L Convection Microwave Oven (MC2887BFUM, Black)","LG 21 L Convection Microwave Oven  (MC2146BR, Black)",Black,Black,0.77,1,1
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 32 L Convection Microwave Oven  (MC3286BRUM, Black)",Black,Black,0.51,1,1
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 28 L Convection Microwave Oven  (MC2846BV, Black)",Black,Black,0.61,1,1
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 28 L Convection Microwave Oven  (MC2886BRUM, Black)",Black,"Maroon, Black",0.61,1,1
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 28 L Convection Microwave Oven  (MC2846BG.DBKQILN, Black)",Black,Black,0.65,1,1
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 21 L Convection Microwave Oven  (MC2146BG, BLACK)",Black,Black,0.55,1,1
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 32 L Charcoal Convection Microwave Oven  (MJ3286BRUS, Black)",Black,"Black, Grey",0.61,1,0.71
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 21 L Convection Microwave Oven  (MC2146BV, Black)",Black,Black,0.51,1,1
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 28 L Convection Microwave Oven  (MC2886BLT, Black)",Black,Black,0.65,1,1
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 32 L Convection Microwave Oven  (MC3286BLT, Black)",Black,Black,0.55,1,1
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 32 L With Twister Smog Handle Convection Microwave Oven  (MJEN326TL, Black)",Black,Black,0.51,1,1
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 28 L Charcoal Convection Microwave Oven  (MJ2886BFUM, Black)",Black,Black,0.71,1,1
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 28 L Convection Microwave Oven  (MC2886BFUM, Black)",Black,Black,0.65,1,1
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 28 L Convection Microwave Oven  (MC2886BPUM, Black)",Black,"Purple, Black",0.61,1,0.71
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 28 L Convection Microwave Oven  (MJ2887BFUM, Black)",Black,Black,0.61,1,1
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 28 L Convection Microwave Oven  (MC2887BFUM.DBKQILN, Black)",Black,Black,0.61,1,1
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 21 L Convection Microwave Oven  (MC2146BL, Black)",Black,Black,0.55,1,1
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 32 L Convection Microwave Oven  (MJEN326PK, Black)",Black,Black,0.51,1,1
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 28 L Convection Microwave Oven  (MJEN286UI, Black)",Black,Black,0.61,1,1
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 32 L Convection Microwave Oven  (MJEN326UH, Black)",Black,Black,0.55,1,1
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 32 L With Twister Smog Handle Convection Microwave Oven  (MJEN326SF, Black)",Black,Black,0.51,1,1
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 28 L Convection Microwave Oven  (MC2846BR, Black)",Black,Black,0.65,1,1
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 28 L Convection Microwave Oven  (MC2886BHT, BLACK)",Black,Black,0.65,1,1
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 28 L Convection Microwave Oven  (MJEN286UH, Black)",Black,Black,0.65,1,1
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 28 L Convection Microwave Oven  (MJEN286UF, Black)",Black,Black,0.65,1,1
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 28 L Convection Microwave Oven  (MC2886BFTM, Black)",Black,Black,0.65,1,1
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 28 L Charcoal Convection Microwave Oven  (MJ2886BWUM, Floral)",Black,Black,0.61,1,1
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 32 L Convection Microwave Oven  (MJEN326UL, BLACK)",Black,Black,0.51,1,1
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 21 L Convection Microwave Oven  (MC2146BP, Black)",Black,Black,0.55,1,1
"LG 28 L Charcoal Convection Healthy Microwave Oven (MJ2887BWUM, Black, 360° Motorised Rotisserie) - 2023 Model","LG 21 L Convection Microwave Oven  (MC2146BR, Black)",Black,Black,0.55,1,1
"Morphy Richards 28DCOX DuoChef Pro-Convection Microwave Oven and OTG Oven, 28 Ltr, Dual Grill, 300 Auto Cook Menus, Silver, Regular","Morphy Richards 28 L Convection Microwave Oven  (28DCOX DuoChef, Silver)",Silver,Silver,0.7,1,1
"Samsung 28L, Slim Fry, Convection Microwave Oven with Tandoor and Curd making(CE1041DSB3/TL, Black, Best Diwali Gift, 10 Yr warranty)","SAMSUNG 28 L Slim Fry Convection & Grill Microwave Oven  (CE1041DSB2, Black)",Black,Black,0.51,1,1
"Samsung 28L, Slim Fry, Convection Microwave Oven with Tandoor and Curd making(CE1041DSB3/TL, Black, Best Diwali Gift, 10 Yr warranty)","SAMSUNG 28 L Slim Fry & Hot blast Convection Microwave Oven  (MC28M6035CK/TL, Black)",Black,Black,0.58,1,1
"Samsung 28L, Convection Microwave Oven with Curd Making(MC28A5013AK/TL, Black, Best Diwali Gift, 10 Yr warranty)","SAMSUNG 28 L Convection & Grill Microwave Oven  (MC28A5013AK, Black)",Black,Black,0.51,1,1
"Samsung 28L, Convection Microwave Oven with Curd Making(MC28A5013AK/TL, Black, Best Diwali Gift, 10 Yr warranty)","SAMSUNG 28 L Convection Microwave Oven  (MC28A5025VP/TL, Black with Pattern)",Black,Black,0.54,1,1
"Samsung 28L, Convection Microwave Oven with Curd Making(MC28A5013AK/TL, Black, Best Diwali Gift, 10 Yr warranty)","SAMSUNG 32 L Convection Microwave Oven  (MC32A7056CB/TL, Black)",Black,Black,0.55,1,1
"Samsung 28L, Convection Microwave Oven with Curd Making(MC28A5013AK/TL, Black, Best Diwali Gift, 10 Yr warranty)","SAMSUNG 32 L Convection Microwave Oven  (MC32A7056QT/TL, Black)",Black,Black,0.51,1,1
"Samsung 28L, Convection Microwave Oven with Curd Making(MC28A5013AK/TL, Black, Best Diwali Gift, 10 Yr warranty)","SAMSUNG 28 L Convection Microwave Oven  (MC28A5145VK/TL, Black)",Black,Black,0.51,1,1
"Samsung 28L, Convection Microwave Oven with Curd Making(MC28A5013AK/TL, Black, Best Diwali Gift, 10 Yr warranty)","SAMSUNG 28 L Convection Microwave Oven  (MC28A5033CK/TL, Black)",Black,Black,0.51,1,1
"Samsung 28L, Convection Microwave Oven with Curd Making(MC28A5013AK/TL, Black, Best Diwali Gift, 10 Yr warranty)","SAMSUNG 32 L Convection Microwave Oven  (MC32K7056CK/TL, Black)",Black,Black,0.55,1,1
"Samsung 28L, Convection Microwave Oven with Curd Making(MC28A5013AK/TL, Black, Best Diwali Gift, 10 Yr warranty)","SAMSUNG 28 L Convection Microwave Oven  (MC28H5025QB/TL, Black)",Black,Black,0.55,1,1
"Samsung 28L, Convection Microwave Oven with Curd Making(MC28A5013AK/TL, Black, Best Diwali Gift, 10 Yr warranty)","SAMSUNG 21 L Convection Microwave Oven  (CE77JD-QB/TL, Black)",Black,Black,0.55,1,1
"Samsung 28L, Convection Microwave Oven with Curd Making(MC28A5013AK/TL, Black, Best Diwali Gift, 10 Yr warranty)","SAMSUNG 28 L Convection Microwave Oven  (MC28M6036CK/TL, Black)",Black,Black,0.55,1,1
"Samsung 28L, Convection Microwave Oven with Curd Making(MC28A5013AK/TL, Black, Best Diwali Gift, 10 Yr warranty)","SAMSUNG 32 L Convection Microwave Oven  (MC32K7056QT/TL, Black)",Black,"Black, Grey",0.55,1,0.71
"Samsung 28L, Convection Microwave Oven with Curd Making(MC28A5013AK/TL, Black, Best Diwali Gift, 10 Yr warranty)","SAMSUNG 32 L Convection Microwave Oven  (MC32A7056CK/TL, Black)",Black,Black,0.51,1,1
"Samsung 28L, Slim Fry, Multi Spit , Convection Microwave Oven with Tandoor and Curd making(MC28A5025VP/TL, Black with Pattern, 10 Yr warranty)","SAMSUNG 28 L Convection Microwave Oven  (MC28A5025VP/TL, Black with Pattern)",Black with Magnolia Pattern,Black,0.65,1,0.58
"Samsung 28L, Slim Fry, Multi Spit , Convection Microwave Oven with Tandoor and Curd making(MC28A5025VP/TL, Black with Pattern, 10 Yr warranty)","SAMSUNG 28 L Slim Fry & Hot blast Convection Microwave Oven  (MC28M6035CK/TL, Black)",Black with Magnolia Pattern,Black,0.54,1,0.58
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 28 L Convection & Grill Microwave Oven  (MC28A5013AK, Black)",Black,Black,0.75,1,1
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 23 L Grill Microwave Oven  (MG23A3515AK, BLACK)",Black,Black,0.53,1,1
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 23 L Solo Microwave Oven  (MS23J5133AG/TL, Black)",Black,Black,0.67,1,1
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 28 L Convection Microwave Oven  (MC28A6036QK, Black)",Black,Black,0.8,1,1
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (CE117PC-B3/XTL, Black)",Black,Black,0.59,1,1
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 23 L Baker Series Grill Microwave Oven with Crusty Plate  (MG23T5012CK/TL, Black)",Black,Black,0.56,1,1
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 28 L Convection & Grill Microwave Oven  (CE1041DSB3, Black)",Black,Black,0.75,1,1
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 28 L Convection Microwave Oven  (MC28A5025VP/TL, Black with Pattern)",Black,Black,0.78,1,1
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 21 L Convection Microwave Oven  (CE73JD-B1/XTL, Black)",Black,Black,0.59,1,1
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (MC32A7056CB/TL, Black)",Black,Black,0.8,1,1
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (MC32A7056QT/TL, Black)",Black,Black,0.75,1,1
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 21 L Convection Microwave Oven  (CE76JD-M/TL, Mirror Black)",Black,Black,0.71,1,1
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 28 L Convection Microwave Oven  (MC28A5145VK/TL, Black)",Black,Black,0.87,1,1
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (CE117PC-B3, BLACK)",Black,Black,0.62,1,1
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (CE117PC-B2/XTL, Black)",Black,Black,0.62,1,1
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 28 L Convection Microwave Oven  (MC28A5033CK/TL, Black)",Black,Black,1,1,1
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 32 L Convection & Grill Microwave Oven  (MC32B7382QD/TL, Black)",Black,Black,0.71,1,1
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 28 L Convection Microwave Oven  (MC28A6035QS/TL, Sliver)",Black,"Silver, Black",0.75,1,0.71
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 28 L Convection Microwave Oven  (MC28H5025VR, Black with Delight Red)",Black,Black,0.67,1,1
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 28 L Convection Microwave Oven  (MC28H5033CK, Black)",Black,Black,0.87,1,1
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 21 L Convection Microwave Oven  (CE73JD-B, Full Black)",Black,Full Black,0.62,1,0.71
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 32 L Slim Fry Convection & Grill Microwave Oven  (MC32J7035CT, Black, Grey)",Black,"Black, Grey",0.56,1,0.71
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 21 L Convection Microwave Oven  (CE76JD-B/XTL, Black)",Black,Black,0.62,1,1
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 21 L Convection Microwave Oven  (CE73JD/XTL, Black)",Black,Black,0.62,1,1
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (MC32K7056CK/TL, Black)",Black,Black,0.8,1,1
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 28 L Convection Microwave Oven  (MC28H5025QB/TL, Black)",Black,Black,0.94,1,1
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 28 L Slim Fry Convection & Grill Microwave Oven  (CE1041DSB2, Black)",Black,Black,0.71,1,1
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 21 L Convection Microwave Oven  (CE77JD-QB/TL, Black)",Black,Black,0.8,1,1
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 28 L Convection Microwave Oven  (MC28M6036CK/TL, Black)",Black,Black,0.94,1,1
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (MC32K7056QT/TL, Black)",Black,"Black, Grey",0.8,1,0.71
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 21 L Convection Microwave Oven  (CE76JD-B1/XTL, Black)",Black,Black,0.59,1,1
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (MC32A7056CK/TL, Black)",Black,Black,0.75,1,1
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 28 L Convection Microwave Oven  (MC28A5033CK, BLACK)",Black,Black,0.94,1,1
"Samsung 28 L Convection Microwave Oven (MC28A5033CK/TL, Black)","SAMSUNG 28 L Slim Fry & Hot blast Convection Microwave Oven  (MC28M6035CK/TL, Black)",Black,Black,0.82,1,1
"Samsung 28 L Convection Microwave Oven with Moisture Sensor (MC28A5145VK/TL, Black, SlimFry)","SAMSUNG 28 L Convection & Grill Microwave Oven  (MC28A5013AK, Black)",Black,Black,0.61,1,1
"Samsung 28 L Convection Microwave Oven with Moisture Sensor (MC28A5145VK/TL, Black, SlimFry)","SAMSUNG 23 L Solo Microwave Oven  (MS23J5133AG/TL, Black)",Black,Black,0.55,1,1
"Samsung 28 L Convection Microwave Oven with Moisture Sensor (MC28A5145VK/TL, Black, SlimFry)","SAMSUNG 28 L Convection Microwave Oven  (MC28A6036QK, Black)",Black,Black,0.65,1,1
"Samsung 28 L Convection Microwave Oven with Moisture Sensor (MC28A5145VK/TL, Black, SlimFry)","SAMSUNG 23 L Baker Series Grill Microwave Oven with Crusty Plate  (MG23T5012CK/TL, Black)",Black,Black,0.55,1,1
"Samsung 28 L Convection Microwave Oven with Moisture Sensor (MC28A5145VK/TL, Black, SlimFry)","SAMSUNG 28 L Convection & Grill Microwave Oven  (CE1041DSB3, Black)",Black,Black,0.61,1,1
"Samsung 28 L Convection Microwave Oven with Moisture Sensor (MC28A5145VK/TL, Black, SlimFry)","SAMSUNG 28 L Convection Microwave Oven  (MC28A5025VP/TL, Black with Pattern)",Black,Black,0.73,1,1
"Samsung 28 L Convection Microwave Oven with Moisture Sensor (MC28A5145VK/TL, Black, SlimFry)","SAMSUNG 32 L Convection Microwave Oven  (MC32A7056CB/TL, Black)",Black,Black,0.65,1,1
"Samsung 28 L Convection Microwave Oven with Moisture Sensor (MC28A5145VK/TL, Black, SlimFry)","SAMSUNG 32 L Convection Microwave Oven  (MC32A7056QT/TL, Black)",Black,Black,0.61,1,1
"Samsung 28 L Convection Microwave Oven with Moisture Sensor (MC28A5145VK/TL, Black, SlimFry)","SAMSUNG 21 L Convection Microwave Oven  (CE76JD-M/TL, Mirror Black)",Black,Black,0.58,1,1
"Samsung 28 L Convection Microwave Oven with Moisture Sensor (MC28A5145VK/TL, Black, SlimFry)","SAMSUNG 28 L Convection Microwave Oven  (MC28A5145VK/TL, Black)",Black,Black,0.82,1,1
